instant,year,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Cluster
5055,7054,3,8,12,0,3,1,3,0.76,0.697,0.55,0.1343,19,142,161,0
5056,7055,3,8,13,0,3,1,2,0.76,0.7121,0.58,0.2239,37,107,144,0
5057,7056,3,8,14,0,3,1,2,0.76,0.7121,0.58,0.2239,43,104,147,0
5058,7057,3,8,15,0,3,1,2,0.7,0.6667,0.79,0.1343,31,87,118,1
5059,7058,3,8,16,0,3,1,3,0.68,0.6364,0.79,0.0,21,129,150,1
5060,7059,3,8,17,0,3,1,2,0.7,0.6667,0.79,0.0,47,378,425,1
5061,7060,3,8,18,0,3,1,3,0.7,0.6667,0.84,0.0,49,443,492,1
5062,7061,3,8,19,0,3,1,3,0.7,0.6667,0.84,0.0,51,270,321,1
5063,7062,3,8,20,0,3,1,3,0.7,0.6667,0.84,0.1045,7,80,87,1
5064,7063,3,8,21,0,3,1,2,0.68,0.6364,0.89,0.1343,7,81,88,1
5065,7064,3,8,22,0,3,1,3,0.68,0.6364,0.89,0.1045,11,66,77,1
5066,7065,3,8,23,0,3,1,2,0.68,0.6364,0.89,0.0896,4,52,56,1
5067,7066,3,8,0,0,4,1,2,0.68,0.6364,0.89,0.0896,2,15,17,1
5068,7067,3,8,1,0,4,1,2,0.66,0.5909,0.94,0.0896,3,14,17,1
5069,7068,3,8,2,0,4,1,2,0.66,0.5909,0.94,0.0896,2,5,7,1
5070,7069,3,8,3,0,4,1,3,0.66,0.5909,0.94,0.0896,0,3,3,1
5071,7070,3,8,4,0,4,1,2,0.68,0.6364,0.89,0.0,0,7,7,1
5072,7071,3,8,5,0,4,1,2,0.68,0.6364,0.89,0.0,3,17,20,1
5073,7072,3,8,6,0,4,1,2,0.68,0.6364,0.89,0.2985,7,90,97,1
5074,7073,3,8,7,0,4,1,2,0.68,0.6364,0.89,0.2985,11,271,282,1
5075,7074,3,8,8,0,4,1,2,0.7,0.6515,0.82,0.3582,29,369,398,1
5076,7075,3,8,9,0,4,1,1,0.72,0.697,0.74,0.3284,25,162,187,1
5077,7076,3,8,10,0,4,1,1,0.72,0.6667,0.71,0.2985,24,89,113,0
5078,7077,3,8,11,0,4,1,2,0.74,0.697,0.66,0.2239,37,112,149,0
5079,7078,3,8,12,0,4,1,2,0.76,0.7121,0.62,0.2239,53,152,205,0
5080,7079,3,8,13,0,4,1,1,0.76,0.7121,0.58,0.0,63,142,205,0
5081,7080,3,8,14,0,4,1,1,0.8,0.7576,0.55,0.1642,53,114,167,0
5082,7081,3,8,15,0,4,1,1,0.8,0.7576,0.55,0.2537,50,115,165,0
5083,7082,3,8,16,0,4,1,1,0.76,0.7121,0.62,0.3284,70,220,290,0
5084,7083,3,8,17,0,4,1,1,0.76,0.7121,0.62,0.3284,91,464,555,0
5085,7084,3,8,18,0,4,1,1,0.7,0.6667,0.74,0.2985,88,435,523,1
5086,7085,3,8,19,0,4,1,1,0.7,0.6667,0.74,0.2836,65,301,366,1
5087,7086,3,8,20,0,4,1,2,0.7,0.6667,0.74,0.194,41,245,286,1
5088,7087,3,8,21,0,4,1,2,0.7,0.6667,0.74,0.194,25,186,211,1
5089,7088,3,8,22,0,4,1,1,0.68,0.6364,0.74,0.194,33,141,174,1
5090,7089,3,8,23,0,4,1,1,0.66,0.6212,0.74,0.1045,24,108,132,1
5091,7090,3,8,0,0,5,1,1,0.66,0.6212,0.74,0.1045,13,41,54,1
5092,7091,3,8,1,0,5,1,1,0.64,0.5909,0.78,0.0896,3,16,19,1
5093,7092,3,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,5,14,19,0
5094,7093,3,8,3,0,5,1,1,0.64,0.5909,0.78,0.0896,0,6,6,1
5095,7094,3,8,4,0,5,1,1,0.64,0.5909,0.78,0.1343,1,6,7,1
5096,7095,3,8,5,0,5,1,1,0.64,0.5909,0.78,0.0896,0,16,16,1
5097,7096,3,8,6,0,5,1,1,0.64,0.5909,0.78,0.1343,7,94,101,1
5098,7097,3,8,7,0,5,1,1,0.66,0.6061,0.78,0.1343,23,247,270,1
5099,7098,3,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239,39,415,454,0
5100,7099,3,8,9,0,5,1,1,0.72,0.6667,0.58,0.1045,43,183,226,0
5101,7100,3,8,10,0,5,1,1,0.74,0.6818,0.55,0.1343,50,113,163,0
5102,7101,3,8,11,0,5,1,2,0.76,0.697,0.52,0.2537,44,103,147,0
5103,7102,3,8,12,0,5,1,1,0.76,0.697,0.52,0.2537,57,159,216,0
5104,7103,3,8,13,0,5,1,1,0.78,0.7121,0.52,0.2537,40,164,204,0
5105,7104,3,8,14,0,5,1,2,0.78,0.7121,0.52,0.2537,81,164,245,0
5106,7105,3,8,15,0,5,1,1,0.76,0.697,0.55,0.2537,50,160,210,0
5107,7106,3,8,16,0,5,1,1,0.8,0.7424,0.49,0.2537,76,254,330,0
5108,7107,3,8,17,0,5,1,1,0.78,0.7121,0.49,0.2985,84,466,550,0
5109,7108,3,8,18,0,5,1,1,0.76,0.697,0.52,0.2537,105,361,466,0
5110,7109,3,8,19,0,5,1,1,0.74,0.6818,0.55,0.2537,90,282,372,0
5111,7110,3,8,20,0,5,1,1,0.72,0.6667,0.58,0.2239,70,221,291,0
5112,7111,3,8,21,0,5,1,1,0.7,0.6515,0.65,0.194,54,119,173,0
5113,7112,3,8,22,0,5,1,1,0.7,0.6515,0.65,0.2239,51,137,188,0
5114,7113,3,8,23,0,5,1,1,0.68,0.6364,0.69,0.2239,37,102,139,0
5115,7114,3,8,0,0,6,0,1,0.66,0.6061,0.78,0.194,29,104,133,1
5116,7115,3,8,1,0,6,0,1,0.66,0.6061,0.78,0.1642,17,50,67,1
5117,7116,3,8,2,0,6,0,1,0.66,0.6061,0.78,0.2239,14,39,53,1
5118,7117,3,8,3,0,6,0,2,0.66,0.6061,0.78,0.1642,14,28,42,1
5119,7118,3,8,4,0,6,0,2,0.66,0.6061,0.83,0.1642,5,5,10,1
5120,7119,3,8,5,0,6,0,1,0.64,0.5758,0.89,0.0896,2,4,6,1
5121,7120,3,8,6,0,6,0,1,0.64,0.5758,0.89,0.1045,5,22,27,1
5122,7121,3,8,7,0,6,0,1,0.68,0.6364,0.83,0.1642,14,49,63,1
5123,7122,3,8,8,0,6,0,1,0.68,0.6364,0.83,0.1642,27,94,121,1
5124,7123,3,8,9,0,6,0,1,0.74,0.697,0.7,0.2239,60,155,215,0
5125,7124,3,8,10,0,6,0,2,0.74,0.697,0.7,0.2836,91,199,290,0
5126,7125,3,8,11,0,6,0,1,0.78,0.7424,0.62,0.2239,138,211,349,0
5127,7126,3,8,12,0,6,0,1,0.8,0.7576,0.55,0.2239,130,252,382,0
5128,7127,3,8,13,0,6,0,2,0.8,0.7727,0.59,0.3284,176,265,441,0
5129,7128,3,8,14,0,6,0,1,0.82,0.7727,0.52,0.2537,176,204,380,0
5130,7129,3,8,15,0,6,0,2,0.84,0.803,0.53,0.2537,130,232,362,0
5131,7130,3,8,16,0,6,0,3,0.74,0.7121,0.79,0.1642,155,188,343,1
5132,7131,3,8,17,0,6,0,3,0.74,0.7121,0.79,0.1642,61,88,149,1
5133,7132,3,8,18,0,6,0,2,0.72,0.697,0.79,0.4478,81,130,211,1
5134,7133,3,8,19,0,6,0,3,0.72,0.7121,0.84,0.2537,57,114,171,1
5135,7134,3,8,20,0,6,0,3,0.72,0.697,0.79,0.2836,58,79,137,1
5136,7135,3,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,28,86,114,1
5137,7136,3,8,22,0,6,0,2,0.7,0.6667,0.84,0.3284,24,96,120,1
5138,7137,3,8,23,0,6,0,3,0.7,0.6667,0.84,0.2836,29,79,108,1
5139,7138,3,8,0,0,0,0,2,0.7,0.6667,0.84,0.2836,14,66,80,1
5140,7139,3,8,1,0,0,0,2,0.7,0.6667,0.84,0.2537,10,63,73,1
5141,7140,3,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,18,48,66,1
5142,7141,3,8,3,0,0,0,2,0.7,0.6667,0.84,0.1343,9,23,32,1
5143,7142,3,8,4,0,0,0,1,0.7,0.6667,0.84,0.1343,1,5,6,1
5144,7143,3,8,5,0,0,0,1,0.7,0.6667,0.89,0.194,1,4,5,1
5145,7144,3,8,6,0,0,0,1,0.7,0.6667,0.89,0.1642,3,10,13,1
5146,7145,3,8,7,0,0,0,1,0.7,0.6667,0.84,0.194,11,28,39,1
5147,7146,3,8,8,0,0,0,1,0.72,0.697,0.79,0.194,23,66,89,1
5148,7147,3,8,9,0,0,0,1,0.76,0.7424,0.75,0.1045,82,102,184,0
5149,7148,3,8,10,0,0,0,1,0.8,0.803,0.66,0.1343,88,178,266,0
5150,7149,3,8,11,0,0,0,1,0.82,0.8333,0.63,0.0,113,156,269,0
5151,7150,3,8,12,0,0,0,1,0.9,0.8485,0.42,0.2985,161,209,370,0
5152,7151,3,8,13,0,0,0,1,0.9,0.8485,0.42,0.2985,118,206,324,0
5153,7152,3,8,14,0,0,0,1,0.86,0.803,0.47,0.194,130,192,322,0
5154,7153,3,8,15,0,0,0,3,0.72,0.697,0.74,0.2985,118,208,326,1
5155,7154,3,8,16,0,0,0,3,0.72,0.697,0.74,0.2985,74,119,193,1
5156,7155,3,8,17,0,0,0,3,0.74,0.7121,0.74,0.6418,63,131,194,0
5157,7156,3,8,18,0,0,0,1,0.72,0.697,0.74,0.0896,74,155,229,1
5158,7157,3,8,19,0,0,0,1,0.72,0.697,0.79,0.1642,68,160,228,1
5159,7158,3,8,20,0,0,0,1,0.72,0.7121,0.84,0.1343,50,133,183,1
5160,7159,3,8,21,0,0,0,1,0.72,0.7121,0.84,0.1045,36,100,136,1
5161,7160,3,8,22,0,0,0,1,0.7,0.6667,0.89,0.194,21,82,103,1
5162,7161,3,8,23,0,0,0,1,0.7,0.6667,0.79,0.1045,12,43,55,1
5163,7162,3,8,0,0,1,1,1,0.7,0.6667,0.79,0.1045,13,17,30,1
5164,7163,3,8,1,0,1,1,1,0.68,0.6364,0.83,0.1343,4,8,12,1
5165,7164,3,8,2,0,1,1,1,0.66,0.5909,0.89,0.0,4,3,7,1
5166,7165,3,8,3,0,1,1,1,0.66,0.5909,0.89,0.0,1,0,1,1
5167,7166,3,8,4,0,1,1,1,0.66,0.5909,0.89,0.1045,2,8,10,1
5168,7167,3,8,5,0,1,1,1,0.7,0.6667,0.79,0.0896,1,14,15,1
5169,7168,3,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,8,87,95,0
5170,7169,3,8,7,0,1,1,1,0.72,0.6818,0.62,0.2985,18,249,267,0
5171,7170,3,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284,29,320,349,0
5172,7171,3,8,9,0,1,1,1,0.76,0.697,0.55,0.3881,37,146,183,0
5173,7172,3,8,10,0,1,1,1,0.8,0.7424,0.52,0.3881,62,62,124,0
5174,7173,3,8,11,0,1,1,1,0.82,0.7424,0.48,0.3582,90,89,179,0
5175,7174,3,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,48,134,182,0
5176,7175,3,8,13,0,1,1,1,0.84,0.7576,0.44,0.2985,43,108,151,0
5177,7176,3,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,41,109,150,0
5178,7177,3,8,15,0,1,1,1,0.84,0.7576,0.41,0.2985,40,86,126,0
5179,7178,3,8,16,0,1,1,1,0.86,0.7727,0.39,0.2836,64,218,282,0
5180,7179,3,8,17,0,1,1,1,0.86,0.7727,0.39,0.1642,67,460,527,0
5181,7180,3,8,18,0,1,1,1,0.84,0.7576,0.41,0.1343,64,465,529,0
5182,7181,3,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,64,352,416,0
5183,7182,3,8,20,0,1,1,1,0.8,0.7576,0.55,0.0,71,215,286,0
5184,7183,3,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,156,186,0
5185,7184,3,8,22,0,1,1,1,0.76,0.7121,0.58,0.1045,26,121,147,0
5186,7185,3,8,23,0,1,1,1,0.74,0.697,0.66,0.1045,19,53,72,0
5187,7186,3,8,0,0,2,1,1,0.72,0.697,0.79,0.1343,10,25,35,1
5188,7187,3,8,1,0,2,1,1,0.72,0.6818,0.66,0.0,5,9,14,0
5189,7188,3,8,2,0,2,1,1,0.72,0.6818,0.7,0.0,9,3,12,0
5190,7189,3,8,3,0,2,1,1,0.72,0.6818,0.62,0.0,0,3,3,0
5191,7190,3,8,4,0,2,1,1,0.7,0.6667,0.74,0.0,1,6,7,1
5192,7191,3,8,5,0,2,1,1,0.7,0.6515,0.65,0.0896,5,25,30,0
5193,7192,3,8,6,0,2,1,1,0.72,0.6667,0.64,0.0,6,95,101,0
5194,7193,3,8,7,0,2,1,1,0.72,0.697,0.74,0.1045,30,313,343,1
5195,7194,3,8,8,0,2,1,1,0.74,0.697,0.66,0.0,40,352,392,0
5196,7195,3,8,9,0,2,1,2,0.78,0.7424,0.62,0.1343,34,141,175,0
5197,7196,3,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239,55,89,144,0
5198,7197,3,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,61,88,149,0
5199,7198,3,8,12,0,2,1,1,0.82,0.7879,0.56,0.194,60,125,185,0
5200,7199,3,8,13,0,2,1,1,0.84,0.7879,0.49,0.1642,48,127,175,0
5201,7200,3,8,14,0,2,1,1,0.86,0.7879,0.44,0.2836,53,95,148,0
5202,7201,3,8,15,0,2,1,1,0.86,0.7727,0.39,0.2836,58,106,164,0
5203,7202,3,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,57,228,285,0
5204,7203,3,8,17,0,2,1,1,0.8,0.7576,0.55,0.1642,79,453,532,0
5205,7204,3,8,18,0,2,1,1,0.8,0.7576,0.55,0.194,97,488,585,0
5206,7205,3,8,19,0,2,1,1,0.8,0.7424,0.49,0.1045,69,302,371,0
5207,7206,3,8,20,0,2,1,1,0.8,0.7273,0.43,0.194,34,258,292,0
5208,7207,3,8,21,0,2,1,1,0.78,0.697,0.46,0.2537,46,184,230,0
5209,7208,3,8,22,0,2,1,1,0.78,0.697,0.46,0.2985,28,127,155,0
5210,7209,3,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,22,53,75,0
5211,7210,3,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239,19,18,37,0
5212,7211,3,8,1,0,3,1,1,0.72,0.6667,0.54,0.194,7,10,17,0
5213,7212,3,8,2,0,3,1,1,0.72,0.6667,0.54,0.1642,1,10,11,0
5214,7213,3,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,3,4,0
5215,7214,3,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5,0
5216,7215,3,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,30,32,0
5217,7216,3,8,6,0,3,1,1,0.68,0.6364,0.61,0.0,9,110,119,0
5218,7217,3,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,289,305,0
5219,7218,3,8,8,0,3,1,1,0.74,0.6667,0.51,0.194,38,361,399,0
5220,7219,3,8,9,0,3,1,1,0.76,0.6818,0.48,0.2239,32,148,180,0
5221,7220,3,8,10,0,3,1,1,0.8,0.7273,0.43,0.2239,41,72,113,0
5222,7221,3,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,54,95,149,0
5223,7222,3,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,74,166,240,0
5224,7223,3,8,13,0,3,1,1,0.82,0.7273,0.38,0.2836,41,150,191,0
5225,7224,3,8,14,0,3,1,1,0.84,0.7273,0.34,0.3284,62,116,178,0
5226,7225,3,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,141,194,0
5227,7226,3,8,16,0,3,1,1,0.86,0.7424,0.26,0.2985,76,206,282,0
5228,7227,3,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,71,513,584,0
5229,7228,3,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,489,559,0
5230,7229,3,8,19,0,3,1,1,0.8,0.697,0.26,0.2537,79,334,413,0
5231,7230,3,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,59,253,312,0
5232,7231,3,8,21,0,3,1,1,0.76,0.6667,0.33,0.1045,47,162,209,0
5233,7232,3,8,22,0,3,1,1,0.74,0.6515,0.37,0.0,17,122,139,0
5234,7233,3,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,94,108,0
5235,7234,3,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,6,40,46,0
5236,7235,3,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,9,17,26,0
5237,7236,3,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11,0
5238,7237,3,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343,2,7,9,0
5239,7238,3,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,1,4,5,0
5240,7239,3,8,5,0,4,1,1,0.64,0.6212,0.61,0.194,2,23,25,0
5241,7240,3,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,5,101,106,0
5242,7241,3,8,7,0,4,1,1,0.66,0.6212,0.54,0.1343,15,292,307,0
5243,7242,3,8,8,0,4,1,1,0.7,0.6364,0.45,0.1642,29,361,390,0
5244,7243,3,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197,0
5245,7244,3,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,96,132,0
5246,7245,3,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,59,128,187,0
5247,7246,3,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214,0
5248,7247,3,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239,51,166,217,0
5249,7248,3,8,14,0,4,1,1,0.8,0.697,0.29,0.0,39,103,142,0
5250,7249,3,8,15,0,4,1,1,0.8,0.697,0.29,0.2985,52,126,178,0
5251,7250,3,8,16,0,4,1,1,0.8,0.697,0.27,0.194,57,241,298,0
5252,7251,3,8,17,0,4,1,1,0.8,0.697,0.29,0.2537,96,486,582,0
5253,7252,3,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571,0
5254,7253,3,8,19,0,4,1,1,0.74,0.6515,0.35,0.194,48,323,371,0
5255,7254,3,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,232,288,0
5256,7255,3,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,171,206,0
5257,7256,3,8,22,0,4,1,1,0.7,0.6515,0.48,0.0,34,123,157,0
5258,7257,3,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,22,105,127,0
5259,7258,3,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65,0
5260,7259,3,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,19,23,0
5261,7260,3,8,2,0,5,1,1,0.62,0.6212,0.57,0.194,0,15,15,0
5262,7261,3,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9,0
5263,7262,3,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,5,0
5264,7263,3,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,24,26,0
5265,7264,3,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,73,76,0
5266,7265,3,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,247,264,0
5267,7266,3,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,397,426,0
5268,7267,3,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,178,205,0
5269,7268,3,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130,0
5270,7269,3,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,108,156,0
5271,7270,3,8,12,0,5,1,1,0.8,0.697,0.27,0.0,55,167,222,0
5272,7271,3,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253,0
5273,7272,3,8,14,0,5,1,1,0.8,0.697,0.29,0.194,51,135,186,0
5274,7273,3,8,15,0,5,1,1,0.8,0.697,0.29,0.1642,59,190,249,0
5275,7274,3,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,266,334,0
5276,7275,3,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,423,516,0
5277,7276,3,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465,0
5278,7277,3,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385,0
5279,7278,3,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,210,287,0
5280,7279,3,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,153,226,0
5281,7280,3,8,22,0,5,1,1,0.68,0.6364,0.51,0.0,74,157,231,0
5282,7281,3,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,100,151,0
5283,7282,3,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,69,84,0
5284,7283,3,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77,0
5285,7284,3,8,2,0,6,0,1,0.68,0.6364,0.57,0.0,16,58,74,0
5286,7285,3,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27,0
5287,7286,3,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5,10,1
5288,7287,3,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18,1
5289,7288,3,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22,1
5290,7289,3,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,44,1
5291,7290,3,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118,0
5292,7291,3,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,138,208,1
5293,7292,3,8,10,0,6,0,2,0.72,0.697,0.74,0.2239,97,163,260,1
5294,7293,3,8,11,0,6,0,2,0.74,0.697,0.7,0.194,122,192,314,0
5295,7294,3,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,246,421,1
5296,7295,3,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153,0
5297,7296,3,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259,0
5298,7297,3,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358,1
5299,7298,3,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,133,281,1
5300,7299,3,8,17,0,6,0,2,0.72,0.697,0.74,0.2537,97,172,269,1
5301,7300,3,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292,1
5302,7301,3,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,170,237,1
5303,7302,3,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183,1
5304,7303,3,8,21,0,6,0,2,0.68,0.6364,0.83,0.3881,40,127,167,1
5305,7304,3,8,22,0,6,0,2,0.68,0.6364,0.83,0.3881,36,118,154,1
5306,7305,3,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,95,120,1
5307,7306,3,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,71,90,1
5308,7307,3,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73,1
5309,7308,3,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62,1
5310,7309,3,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27,1
5311,7310,3,8,4,0,0,0,3,0.64,0.5606,0.94,0.194,1,2,3,1
5312,7311,3,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10,1
5313,7312,3,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6,1
5314,7313,3,8,7,0,0,0,2,0.66,0.5909,0.89,0.194,4,20,24,1
5315,7314,3,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41,1
5316,7315,3,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,76,103,1
5317,7316,3,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183,1
5318,7317,3,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,81,117,198,1
5319,7318,3,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,183,281,1
5320,7319,3,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,144,233,377,1
5321,7320,3,8,14,0,0,0,1,0.74,0.697,0.7,0.194,126,244,370,0
5322,7321,3,8,15,0,0,0,1,0.74,0.697,0.66,0.194,128,203,331,0
5323,7322,3,8,16,0,0,0,1,0.74,0.697,0.66,0.1642,116,176,292,0
5324,7323,3,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329,0
5325,7324,3,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347,0
5326,7325,3,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259,1
5327,7326,3,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193,1
5328,7327,3,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,104,155,1
5329,7328,3,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,25,39,1
5330,7329,3,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,22,27,1
5331,7330,3,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25,1
5332,7331,3,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,9,10,1
5333,7332,3,8,2,0,1,1,2,0.6,0.5606,0.83,0.0,0,3,3,1
5334,7333,3,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7,1
5335,7334,3,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5,1
5336,7335,3,8,5,0,1,1,2,0.6,0.5455,0.88,0.194,3,14,17,1
5337,7336,3,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90,1
5338,7337,3,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258,1
5339,7338,3,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355,1
5340,7339,3,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222,1
5341,7340,3,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141,0
5342,7341,3,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153,0
5343,7342,3,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178,0
5344,7343,3,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193,0
5345,7344,3,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151,0
5346,7345,3,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,133,182,0
5347,7346,3,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283,0
5348,7347,3,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530,0
5349,7348,3,8,18,0,1,1,1,0.7,0.6515,0.65,0.194,70,413,483,0
5350,7349,3,8,19,0,1,1,1,0.7,0.6515,0.65,0.0,54,343,397,0
5351,7350,3,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285,1
5352,7351,3,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,34,150,184,0
5353,7352,3,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98,0
5354,7353,3,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88,1
5355,7354,3,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31,1
5356,7355,3,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16,1
5357,7356,3,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4,1
5358,7357,3,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6,1
5359,7358,3,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5,1
